Gene,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0
Necrosis_Oomycetes,3698.126,3984.639,3997.811,4100.704,4222,3976.297,3429.301,2747.755,2510.181,3256.373,3070.45,4698.15,3678.948,3581.281,3545.31,3950.338,2871.763,3102.462,3358.416,3431.021,3756.629,3243.302,3579.902,2865.38,2469.458,3071.781,2637.166,2381.097,2399.885,2330.284,2782.516,2845.911,2546.638,4048.748,3488.499,3719.246,2844.25,4054.047,4101.117,3127.744,2364.106,2870.118,2409.517,2515.773,2532.184,2792.026,2706.059,2086.87
Nfsa_2,20405.457,21665.576,20953.667,21314.106,21102.607,21757.228,18989.608,24740.965,23341.158,22068.008,21048.9172,20136.4,22788.806,19103.724,21793.378,26664.205,21641.05,24226.003,25458.791,24948.802,25430.059,24677.307,21715.443,22472.039,23996.536,24704.383,21543.337,21761.405,25442.56,23912.525,24336.818,24457.846,23677.374,21387.516,21092.706,21310.666,24549.421,22464.441,19682.428,21868.513,22930.615,25023.356,25462.686,25847.735,24616.262,22236.276,26534.144,24640
Nfsb_2,11202.661,10656.1524,10595.374,10861.691,9973.581,11649.438,10461.537,11610.537,9883.647,10413.303,10862.318,9112.102,8935.916,12679.14,9594.233,7570.556,9052.0256,8125.533,8555.0785,8448.764,7169.3223,8850.5684,8742.2155,6637.3061,10430.876,7708.147,9787.278,7798.7937,6722.3516,7939.7615,8349.521,7375.9876,8628.6632,12247.152,11504.815,11161.574,7529.1782,11846.421,11565.663,8689.0852,9459.3679,8286.8573,7977.3191,7937.3776,6813.056,10127.761,10369.31,7572.7784
NhaA,41138.2834,40397.2227,41387.4264,39895.339,40331.0938,42443.931,39171.293,39435.793,34480.025,39891.3145,37811.7333,37122.818,42269.4898,39234.507,38607.3492,43726.3319,39044.238,39623.8541,40163.4564,41132.392,39665.9676,41659.2909,40854.9994,41761.256,37969.491,39955.1945,36180.251,40395.6623,39543.0097,39343.6926,38886.8239,40677.6448,35501.7589,41851.616,39618.815,40646.92,38945.982,43422.781,40997.551,40131.9403,37687.1575,40292.0689,40272.0762,40447.6611,35655.752,33950.689,38539.6638,38561.259
NhaB,5894.541,5777.019,5626.353,6380.665,5081.691,5740.431,5687.71,6272.539,4984.512,6493.44,5556.233,5570.941,6571.319,5756.889,6200.535,7038.03,6105.383,6330.08,6420.887,6754.878,6682.682,6192.081,5912.564,6278.243,6142.178,6932.903,5444.517,5922.237,5674.835,6166.447,6739.462,7229.228,6532.209,6684.029,5749.392,6459.253,7091.036,5959.343,5417.122,7224.325,6340.713,7189.299,7557.974,6904.365,6726.241,7162.026,6520.168,7666.339
NhaD,10474.92,10950.58,11535.3,10350.22,9752.627,9690.669,9773.98,8485.891,8108.382,9717.285,10812.87,9445.55,10190.54,10010.78,13369.92,10065.66,9714.827,9337.09,8425.719,7206.541,9254.321,9247.479,10169.7,8225.498,9367.303,9588.74,10537.79,10454.89,10204.53,9006.125,10587.92,8500.712,8394.738,9548.784,12297.2,9860.005,8697.512,9687.936,10707.92,9987.521,9445.886,8661.165,9467.047,8503.925,8464.85,10720.99,14259.14,10013.46
NhaP,88268.8938,88171.6985,87491.8109,87876.7843,86549.7367,90124.9864,94358.6814,74591.9595,78796.022,79053.5919,88135.1581,78999.4071,87305.2719,87098.8326,85304.7872,76914.589,77819.2741,80063.164,81228.5242,85445.9097,84886.0647,77587.1596,85122.5606,79715.9909,77875.327,80996.815,87129.7275,77567.973,80723.5359,85981.2407,82975.1055,83422.55,69578.1828,84868.3179,90325.9221,86105.0242,78509.5953,89947.1541,89404.7607,87091.7579,87085.323,81534.2117,77375.8793,81351.5841,73426.4532,84138.6172,80422.6785,79639.28
Nhh,28484.8246,27886.1865,27359.7003,26388.7573,27011.0876,26892.8612,27394.4594,31121.5678,23043.365,29798.039,23819.071,27741.8775,30272.7806,28194.797,27455.734,33328.9607,25663.1205,30492.1186,30267.6097,30384.9968,30616.4928,30282.3575,28415.2055,28946.4239,28792.4087,31599.8254,29831.0981,30206.2466,30432.4834,30985.678,31756.8438,31699.9003,35171.7262,29043.1206,27876.463,27443.1432,31058.0308,28067.4002,25727.378,29241.6568,29081.5858,28828.2848,31970.7954,29899.7598,32970.147,31512.5905,30277.7655,33630.4027
NiCoT,120029.658,119205.492,117489.858,121235.8,105018.466,113599.336,124240.996,88805.8574,114994.028,111814.7,109422.1387,123632.343,106602.876,103009.8925,124614.272,89909.163,106183.2543,103610.068,106094.251,113225.8095,108027.982,101327.488,112097.331,112655.6087,100458.6155,96474.541,110829.651,100399.791,93089.202,98874.866,96052.71,101895.232,79241.4902,107705.644,109054.431,105611.55,93102.5154,107067.274,106692.603,116802.943,111421.62,103633.895,100496.192,100757.715,90766.383,90752.939,106547.993,93634.973
Nifh,121581.3307,120097.9169,118658.0435,119270.361,120278.2876,118768.0115,120489.1148,114408.2018,114296.4075,119991.6674,116537.604,115623.7465,118617.4628,122646.8818,123660.1693,128901.1014,118138.6133,118061.5005,118741.3688,118001.5076,121976.5585,116195.8999,123310.4748,110294.0113,117675.9247,115147.288,122880.4857,124564.1525,113379.1096,112687.3598,114284.9425,114057.642,107619.747,115813.9639,115872.5388,118921.7847,115442.7472,114207.0501,127033.1329,122491.3014,117690.519,116815.7174,117293.8164,117312.5981,115858.1429,123177.4608,110845.7222,111374.3215
NikA,522776.9701,532904.0714,521891.2565,530103.3835,508858.1553,519410.2951,533579.4028,476286.6438,457470.5501,501499.9745,512454.6079,498558.2526,500933.0413,511857.5686,499588.7716,417569.384,472740.8126,486015.6512,500645.0735,508020.3211,484957.9393,487505.278,494314.7337,458416.3223,485429.2443,476899.7817,492527.731,475047.7303,468506.9958,459120.9856,487263.2395,471343.6771,452163.642,531888.8398,536408.3091,523730.8075,478952.3095,540134.3675,528550.3318,511092.0051,506521.248,495182.1766,480341.6946,474456.3556,464083.288,493745.0337,469518.1308,471997.8653
NikC,2123.372,2094.953,1866.12,2522.674,2181.897,2275.36,1935.013,1526.6,1847.233,1713.028,2414.215,2191.467,1802.095,1692.608,2408.898,1514.673,2025.325,1643.316,1946.601,2184.476,1832.892,1793.626,2295.312,1665.364,1207.501,1355.571,1883.149,1894.972,1397.294,1905.229,1257.467,1384.859,1702.217,1614.494,1835.965,1746.487,1903.561,1701.278,1715.958,2023.565,1738.941,1805.884,1414.617,2367.028,1522.625,2522.259,1250.221,1833.275
NiR,6446.035,8273.564,7901.052,7032.448,7622.463,7715.867,6464.674,8703.441,7621.732,6492.676,6342.041,6582.961,7290.751,7140.287,6223.939,8327.9558,6305.143,8386.719,7740.628,7703.524,7133.112,7914.125,6928.76,7051.566,5512.844,8762.9,7110.578,7344.65,8142.285,6694.338,7685.314,7819.617,7063.888,7344.24,6474.904,7528.755,7410.923,7208.86,6528.977,6297.994,7023.692,8179.132,8392.014,6717.741,6609.16,7536.5,7484.209,7371.225
Nira,21591.17,20881.249,21805.105,21847.278,21300.463,20608.498,22135.845,17674.159,20383.436,22562.818,22523.802,20978.256,20903.396,22740.528,22052.779,19801.219,20101.646,21862.928,22129.334,20575.041,21721.771,20166.951,21436.9,18925.827,18654.471,18930.278,20774.146,20314.038,19467.027,16715.185,18976.09,17301.281,18098.863,20408.468,21100.575,21388.86,20930.798,19905.956,19217.028,21857.854,20022.008,19291.812,19171.211,19468.929,19394.23,18780.309,17968.75,19128.042
Nirb,2209.645,1991.764,1964.08,1944.164,1823.497,1839.899,2716.297,1929.075,1420.893,2025.877,2467.429,3025.183,1509.358,1945.767,2934.485,1459.968,1615.899,1058.033,1568.429,2208.141,1128.587,1496.872,1817.112,1346.959,1575.118,1119.686,2817.71,2055.077,1764.929,1562.327,688.2984,1080.088,1905.867,1980.755,1922.983,2059.505,1371.052,1672.882,1365.875,1875.832,2864.836,1259.969,1181.652,2971.702,2172.432,3298.361,1944.701,2517.382
Nirk,18164.578,18237.872,17834.786,17618.429,17177.699,18304.6,18846.438,19033.625,19525.865,20202.279,17609.335,20771.932,18823.154,18348.479,19017.475,20792.627,16000.285,18485.788,19105.97,19292.947,19545.505,19532.557,15819.136,16126.287,18459.602,17740.134,16907.958,18834.102,19139.417,17053.208,16217.749,17296.083,16412.082,16153.868,16559.623,15329.632,18840.915,15005.088,14311.22,16845.834,18000.258,17462.516,16967.823,16959.507,18352.276,16129.727,15809.025,18378.305
Nirs,8283.5794,8315.386,9292.2872,8425.2742,8116.5103,8484.2826,9074.9546,8653.5663,8335.685,9216.6299,8824.4882,10191.4384,7848.5931,8863.6439,9600.361,7438.429,7110.809,7653.6968,7444.441,8141.5412,7469.075,8758.3381,7912.836,7062.4597,8102.543,7249.39,8886.514,7147.612,7652.7414,7767.0884,7124.46,7362.2975,7832.3161,7213.4339,8316.8725,7633.0742,7905.0458,7552.8499,7316.6045,7399.877,8787.1751,8073.8413,6898.0472,6843.4,7411.063,8271.0335,9620.0914,7590.65
Nitrate_reductase,4562.349,4814.016,4514.535,4896.013,4612.421,4494.771,4215.694,5919.553,5559.896,5811.524,4072.553,4771.81,5482.428,3915.394,4768.613,6149.943,4301.442,5374.365,5573.759,5561.634,5517.164,5093.811,4613.859,5436.5,5649.379,5655.466,5228.302,5823.256,5918.604,5355.053,5236.65,5401.23,5880.452,4354.712,4017.747,4370.235,4761.081,5336.498,4406.991,5448.942,5381.185,5117.961,5419.122,5333.987,5403.774,5513.983,4719.53,5614.133
Nitrilase,7862.676,8054.213,6532.8075,7870.892,8312.617,7875.267,7593.125,8768.401,7380.131,8700.008,7437.558,7402.726,8698.545,7763.397,8158.318,9208.001,8508.794,8459.266,9120.018,8799.45,8922.264,8781.422,7532.237,8737.608,8800.546,8599.746,8604.561,8342.939,10027.601,8730.066,9287.971,9005.467,10029.674,8118.788,8729.615,7718.983,8821.818,8855.097,6849.467,9325.313,8826.27,8158.865,9117.775,7291.739,9815.34,8782.39,8187.538,11710.123
Nitrite_transporter,62760.666,78400.745,72210.349,65469.285,67805.138,71714.126,72285.642,70486.024,76451.674,71707.375,82456.487,70727.733,65939.149,77326.134,77518.978,46433.459,68092.487,76255.641,68222.158,75902.423,72132.023,62019.895,80320.932,89298.584,62655.561,78121.04,78933.146,71190.044,60367.913,69686.104,67829.021,60405.204,66648.444,64764.595,72013.56,69016.238,73785.185,68138.666,80648.672,76520.263,66021.948,67755.084,72694.905,68622.519,65050.519,72016.251,70826.251,71595.615
Nitro,4507.399,4624.1593,4480.1045,4687.5402,4578.9843,4220.5365,4773.3075,4489.8014,3522.425,4458.8732,3580.98,4073.346,5826.7282,3605.7171,4261.7362,5782.4435,4685.924,4580.947,4851.2686,4394.508,5436.0599,4074.561,4080.676,4336.268,4243.7991,4486.681,3518.024,5698.147,5436.4237,3463.626,5009.3448,4762.3232,4709.8895,3797.7068,3485.2089,3605.781,4485.9202,3619.1753,3097.9145,3720.8264,4086.4115,4541.8755,4056.082,3804.587,3626.688,3039.291,3817.7482,4005.3482
Nitroreductase_1,28778.5975,29425.3775,28103.8074,28639.0902,28417.0978,28831.6765,26755.533,33040.1961,26534.914,28792.3071,27286.0848,29648.0306,31087.0379,30163.0589,30618.0943,32805.377,28413.1641,30500.0256,31036.0891,31571.8693,31309.4595,33386.4934,27977.6173,30227.8158,33510.7231,31889.6128,32277.105,30154.507,31440.431,32128.92,35256.0684,33000.0934,36466.7812,32068.9478,30231.5846,27820.7796,31798.6047,30703.9727,29359.0149,32247.8179,32965.428,31607.5064,33498.6474,34185.227,34328.956,35845.2119,33268.9447,35446.0444
Nitroreductase_b,10644.267,11168.8989,11047.043,10640.0429,10438.5663,11997.682,10244.6635,12506.5463,10959.771,12493.1242,10522.023,12471.6644,12464.8895,15674.462,13116.9888,12761.894,13218.363,13206.4892,11810.2521,12678.2684,11451.0043,15731.762,12144.1368,12790.5252,12068.0828,12562.6783,11788.1547,11896.5987,12004.9574,16610.4899,11911.051,12561.1488,15923.7161,12517.526,11773.9648,12290.3596,11962.9492,13098.9078,12940.5166,12519.7501,13414.866,12064.732,13269.1673,13328.381,13415.9918,16131.568,12798.6129,12056.9016
Norb,1425.183,1361.739,1635.665,1419.408,1515.326,1593.75,1360.143,1426.335,1511.46,1583.809,1356.399,1423.809,1318.535,1508.074,1697.798,1604.796,1299.344,1204.975,1549.7,1144.589,1363.186,1618.894,1522.445,1087.971,1221.279,1502.683,1406.839,1856.331,1617.667,1337.428,1485.59,1676.509,877.3185,1331.304,1359.641,1202.824,1184.289,1361.36,1212.928,1236.397,1260.95,1247.185,1696.457,2075.473,1036.96,1613.624,1519.352,1473.577
Nosz,18258.0454,17783.7385,17989.9242,19601.3154,18741.8999,18083.5776,19039.8933,17198.1295,12601.765,19728.3073,16538.3501,18068.8305,18464.3903,16192.7237,18829.275,20201.042,18004.2727,17823.0688,17257.5786,16698.9579,17583.7958,17363.3741,18022.1505,15982.3028,17782.6141,17877.2185,17568.6458,19755.8282,17083.1102,15433.496,18713.737,16829.0242,15926.9154,17957.3686,17944.4999,16517.101,17116.6522,18063.7907,18351.9625,19324.7151,16932.865,17654.1659,16752.6065,16386.6623,15599.5637,16614.8012,17595.3755,17641.9563
NpgA,4384.104,4083.61,4558.076,4684.434,4690.63,4348.997,4281.008,4554.706,4335.823,5089.824,4502.541,4489.73,6124.2,4298.868,4446.391,6170.326,6731.882,5718.657,4686.355,4722.066,5620.73,4421.131,5987.515,6082.116,5496.21,5896.986,4752.018,5990.581,5867.487,5152.334,5530.454,5609.074,4557.43,4069.291,4249.802,4544.807,4827.595,4023.841,4303.298,4722.19,4481.968,5160.176,4808.771,5236.135,4773.853,4798.666,4104.305,4334.878
NplT,4264.796,4138.649,3870.695,4958.992,3611.332,4188.422,5301.901,3246.817,2988.399,3747.752,4418.873,5528.298,3835.381,3309.992,4735.026,3280.796,3535.457,2599.706,4509.062,4882.278,3139.35,3113.214,3237.599,2928.585,3655.745,2559.081,7150.201,4040.867,4064.623,3118.812,2452.701,2721.07,4335.226,3893.944,4214.746,4347.76,3272.049,3831.186,3503.305,3511.571,4850.909,2716.749,3468.088,4993.844,4248.813,4443.332,3318.051,3891.728
NqrB,15364.824,15802.556,15559.1231,16141.741,15580.352,14605.9617,15877.9984,13838.577,13034.297,14660.8466,13932.367,13498.216,15439.607,12832.696,14748.6222,14901.919,13182.8453,12381.587,12920.848,13026.3055,12978.154,13334.9035,13558.1753,13832.791,13097.661,14384.702,12516.3113,12536.1338,14232.715,13999.9333,15072.024,14175.471,11782.779,13488.0819,14512.8664,13330.892,13708.5868,13150.292,12188.2884,14315.4649,13264.1587,14384.108,12143.621,12847.9886,11951.674,14378.4765,13260.3628,13429.168
NreB,8120.381,8603.644,7881.681,8148.66,9260.253,9302.311,7082.772,10735.19,8614.378,10049.13,7862.52,7844.669,9591.458,9004.964,7656.744,11690.32,9335.596,9747.737,9312.632,9201.102,10078.12,10442.61,9197.772,9313.996,9004.032,10463.43,8967.393,9896.835,10170.4,9425.996,11528.91,10182.75,11225.43,9053.26,9288.756,8550.185,9169.306,9533.062,9568.532,8953.043,8956.751,9954.222,11109.41,9956.851,10724.77,10194.05,10046.01,10022.17
Nrfa,7362.33,6407.134,5527.417,5986.408,5562.991,7274.351,6718.479,5180.139,6180.031,8154.896,8787.268,7381.908,7141.467,7404.322,9527.202,4275.5254,8116.631,7048.164,10201.043,7340.9145,8136.113,7558.5226,9752.713,9559.9625,7800.2624,7716.98,10987.452,8946.635,7317.031,10524.7969,6926.8608,8472.9366,6036.5525,6745.69,5693.6692,5857.366,7049.6142,6551.961,7464.468,7553.105,7423.5624,6984.815,9629.873,9366.444,5532.894,8317.7987,10758.008,7420.3487
NtrB,21806.017,23068.21,23094.6338,23146.187,22012.821,24071.161,23207.6837,23145.935,20895.96,22540.729,22489.8075,19881.159,22995.8026,21833.6526,23729.2624,21031.935,21595.7008,22786.405,22412.058,23492.896,22835.672,22646.977,23853.1265,21926.67,21291.195,21338.816,23195.317,20857.379,20231.876,22252.302,21298.082,24576.988,20872.215,23655.437,22456.177,23439.24,20295.174,23908.345,24959.691,23848.415,22342.189,20097.28,22907.87,20876.402,20901.178,21511.949,20248.481,21239.067
NtrC,32508.774,31072.4765,29147.9001,28758.815,34027.6326,26811.209,26430.75,28264.9158,29780.646,30441.3508,24976.342,30295.0321,31491.4174,27396.5401,27166.9923,26359.007,28324.478,29463.6835,29309.8834,31519.7921,31077.0548,29927.5875,26869.143,30491.316,30295.3213,31839.1523,28726.1815,29953.7272,33478.6636,25323.1555,28277.7739,26453.0041,28230.4591,28344.723,21811.48,26466.08,34550.8858,26145.2713,25605.737,22206.549,25064.7358,31561.279,26958.848,27261.8346,25823.4071,25545.8391,24269.7926,28190.5474
ObgE,29396.3722,28479.8974,28589.4765,28734.5341,27700.8805,28284.5452,27684.9648,26476.0958,27092.55,27196.192,27852.466,27263.1485,25582.9185,26734.7683,26834.6743,24454.3209,25389.062,24378.3989,25119.129,26588.6802,24756.0873,25225.7767,26867.3653,24424.883,26805.1407,25006.3151,26106.5513,24485.1121,23730.1071,24737.3483,24002.4243,23811.5323,24082.2041,27207.6155,26055.011,26533.984,24928.8029,26203.7375,29331.4607,23938.7554,26048.4468,25751.465,24625.964,24262.536,23743.145,27626.2662,27817.4735,25817.8139
OmpR,210232.3419,220198.3305,211627.1148,214228.8542,213100.3935,210511.0404,221667.804,188789.294,203443.313,204797.7731,202684.969,208237.7872,216385.6004,210529.6564,218191.692,173832.5541,200441.4517,216952.0832,216338.552,221599.9973,211228.0955,208103.9134,216533.5069,214287.508,199670.9452,211580.4131,207703.1612,209152.0186,205830.6481,215900.974,212205.8745,210394.4804,204166.2994,215718.8126,204924.9952,204553.1641,209506.6923,213609.5122,215400.1317,218604.4348,213369.808,219963.5696,209650.2296,204409.387,207518.167,207486.583,207425.634,207738.984
One_ring_12diox,26743.9208,25270.1334,23928.9334,25990.3975,25870.2032,24835.772,23475.156,28908.3559,27952.116,25562.057,21997.616,24620.3439,28994.1408,23995.0662,25777.287,30966.3481,26717.775,29350.2571,31187.2027,29503.462,29755.2377,31644.7401,26168.69,28531.938,29631.8407,32293.3744,30694.42,27651.387,30250.5138,34083.573,30037.4124,34825.6987,35831.4703,28110.58,27590.042,26910.343,31143.3871,29131.507,25481.763,29766.799,32259.5036,31038.0395,32045.0251,29607.937,35697.7269,31419.8811,29405.6287,34521.03
One_ring_23diox,54956.8322,56094.6725,53151.8442,55333.7846,54862.3577,55044.8517,55363.11,52576.3181,53751.269,54941.98,54021.159,54208.593,53635.7044,55751.1734,55742.866,49906.1717,53413.973,53181.042,54601.4372,58166.8351,54735.9205,53898.7997,54729.486,55218.5755,60900.1339,49923.1074,55359.5599,55207.731,51504.6503,52395.0658,52556.9948,52866.9179,51301.7432,55068.1871,56318.6825,51694.8793,52591.4536,56227.309,57399.5195,53702.3884,55405.5534,51716.7199,49674.7513,52549.458,50105.285,54053.2492,52400.9808,56205.1079
OorA,2603.304,2278.63,2891.033,2285.225,2627.033,2813.24,2443.484,2935.5,3618.515,3576.073,3666.504,3978.029,2798.055,2483.959,3494.932,4332.313,2556.046,2803.358,2818.569,2795.075,2718.618,3030.478,2709.681,3009.345,3101.858,2887.503,2346.459,2324.868,2934.891,3434.257,2173.399,3338.269,3034.319,3236.504,2361.915,2075.965,2975.907,2444.664,1592.682,3723.587,3023.825,3116.331,2651.303,2759.497,2016.169,3120.917,2902.722,3559.849
Ophc,963.0171,887.6915,914.1864,952.4547,996.7129,1042.552,846.7257,1250.543,1000.686,990.7188,0,718.4554,798.244,0,783.6001,2289.068,789.6922,975.6176,819.1324,900.6239,888.2174,1051.107,735.5878,806.5295,1038.756,1118.141,1067.466,1001.22,1055.299,1065.064,941.4345,1161.443,1003.449,1037.848,1060.592,815.8545,992.125,1127.02,809.5041,1000.503,1050.373,980.0714,1068.456,891.7878,1111.08,956.7108,1103.657,1030.067
OxyR,29468.838,29335.39,29856.697,29055.994,27833.787,27789.743,30723.416,24969.072,28930.493,28034.631,29981.995,30352.65,26428.539,25933.932,29649.353,26813.494,26716.759,24214.584,25427.532,26801.962,24911.553,26465.347,26677.77,26823.343,25883.088,23092.5807,26863.458,24083.969,22017.22,22049.553,23302.427,22870.6054,20798.262,27079.539,28453.003,28011.601,25635.308,27836.47,27902.59,29685.629,28358.9,25435.853,24120.457,24903.025,21759.5407,24118.115,24918.112,23846.358
P450,895.8886,1047.057,1084.934,942.2287,1111.765,1061.139,1033.706,1033.752,1064.667,1050.721,960.8063,1059.741,810.8095,1067.424,982.3537,847.6776,1005.949,854.4767,813.6293,1082.571,917.2151,861.0812,932.3924,1213.059,993.5206,1269.48,977.7713,1068.433,889.6761,1362.516,865.4374,1221.466,1003.13,1164.366,813.1627,791.3196,1185.956,706.6125,842.426,1249.733,1379.607,1226.639,1245.232,0,1039.4,905.7672,1142.392,1243.927
P450aro,6842.568,5123.32,5394.913,5928.097,6127.051,5723.751,7661.698,5724.743,3976.12,6795.088,5451.654,7228.893,5177.786,6396.387,9399.311,4746.491,5519.554,4869.173,5872.671,5851.752,4944.121,6588.866,6692.671,5473.309,7188.995,4812.458,5757.255,6218.797,3776.183,7372.822,4529.242,6614.218,5792.023,6853.398,6273.396,5961.809,5641.984,7576.581,5009.652,8333.042,5987.938,5459.849,5115.178,5925.423,5132.089,7684.931,7294.603,7707.136
Pap,728.3053,678.5602,699.0493,756.2534,926.8771,749.9772,958.1397,773.8192,0,864.37,0,1115.452,988.7495,743.61,813.5001,651.8928,1404.496,714.8599,647.3565,676.4928,754.0285,730.3115,848.2645,883.5843,1149.605,1378.249,778.0172,917.5798,1513.463,1089.47,1092.115,766.4876,887.8881,693.0451,839.3301,763.8845,839.5017,0,0,770.0308,879.1966,841.3374,740.1979,1033.436,1009.331,611.2093,654.1039,881.9953
PapC,10610.43,10456.21,10363.83,10097.91,9457.549,10727.41,10316.19,8349.861,7154.015,7413.372,7859.322,7641.466,8396.859,8001.638,8835.967,8799.188,6592.392,8219.267,8407.563,9013.197,8312.818,8462.445,8301.303,6790.399,8201.49,7234.768,8080.672,6972.655,6761.874,7542.014,7698.949,7266.643,7639.052,11674.95,11659.24,11327.38,7572.198,11257.57,11697.74,9060.929,8248.098,8431.083,7174.273,7292.803,7171.212,7836.71,8558.408,7142.757
