Gene,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0
KdpA,26048.7085,26751.4679,25205.2218,26541.0684,28962.2033,25365.653,22755.6388,28005.3382,22543.751,23492.6193,19568.0355,22786.4441,24992.2772,26619.2114,21548.984,31631.72,22718.8931,25636.1363,24251.3194,28615.662,25983.6959,25492.3477,21696.6775,22453.0523,29932.6404,32830.5728,24050.3462,26950.8423,31668.4575,27948.4995,28809.6812,28629.8852,29017.6994,25759.7418,24544.6799,25411.3642,30230.7303,25094.1183,25080.0468,24998.3864,23617.0371,29749.8122,27648.168,26086.3944,22742.8471,25484.6692,23854.8909,26044.2358
KdpE,44119.9034,47784.8419,45038.0901,45607.5221,48670.5518,44566.6402,46694.5452,53005.6682,43262.779,50469.2299,48439.0386,48980.6708,52521.6618,48411.3822,49910.9358,47048.0617,51546.1851,54313.7233,55468.0558,54750.4858,56289.4181,54270.1849,50611.0191,55679.0399,54897.891,59356.6869,52346.0013,52261.8447,58693.8737,56072.5745,55181.1136,60188.6339,62109.3554,48954.6293,45718.3984,44523.6823,55661.6471,49068.063,45319.0934,50177.6411,52593.9687,52636.3251,58534.1802,52532.8009,52652.6944,53467.0563,53619.1586,59349.2915
KefBC,57905.4836,57336.1246,59808.7027,59547.1967,54060.2384,55812.9622,59207.6437,43655.37,50279.576,56636.2023,60318.3678,53777.0452,60848.036,47574.721,55067.7794,54023.0868,53324.1244,52271.235,53300.2981,54762.1229,55683.28,49984.5342,52956.0356,53703.349,49868.3947,45166.484,51274.3331,49019.895,42877.806,47139.441,47609.165,46449.4246,42940.501,53211.6154,54694.6265,55499.8597,56105.404,53563.8167,55642.4784,56836.8317,52150.377,49686.8734,48636.177,50465.5564,46307.174,47675.667,58249.892,46835.2241
Killer_toxin,1025.804,1225.248,912.2883,884.7584,1050.54,1070.611,1224.306,1313.246,1095.724,1297.92,1050.766,1239.592,1082.692,835.3819,996.2285,1540.753,940.736,1238.716,1274.999,1178.913,1126.364,1244.606,786.9341,997.5585,1262.65,1322.029,1184.113,1206.944,1515,1383.765,1257.026,1500.081,981.6834,852.5905,968.3672,1103.216,1358.717,990.5422,855.7545,895.7435,968.3958,1114.442,1127.048,1101.742,1270.421,1187.613,1120.642,1511.106
KtrBD,1529.2826,1442.1569,2200.936,894.2199,778.8998,950.8864,1793.2226,1605.7382,0,1567.6799,1043.32,2135.4554,1258.1586,673.6626,956.2679,1680.238,0,1199.9295,1253.3193,773.0349,1739.5326,651.5333,802.0835,827.5617,992.9773,687.1342,1567.7335,1242.3058,756.7384,0,0,578.8889,1371.624,812.5866,1297.5448,832.1694,1658.4252,796.662,1019.135,1353.2179,1448.7864,691.5509,621.9844,1663.6442,0,1558.0834,0,694.2541
Kup,30745.505,30806.308,30781.964,30809.043,28967.019,30014.512,36253.0112,24478.334,26012.288,30325.609,32732.8021,33712.904,28507.588,26886.1407,35421.594,26682.988,27817.421,26220.117,25211.344,27692.758,24889.131,25892.787,29281.649,28421.252,27234.358,23602.008,25746.759,27281.78,21857.084,23874.882,24909.694,23842.841,20635.414,28469.408,27206.3538,28751.405,26021.698,27587.149,28809.642,27873.7789,25771.413,25363.526,20949.276,24819.261,23032.038,26413.916,25158.509,24351.522
Lactase_fungi,2367.918,2493.373,2625.769,3023.38,2444.209,2565.591,2451.062,1841.678,1490.962,1891.93,2106.549,2171.504,2437.599,2518.561,2173.812,1744.812,2161.172,2639.706,2128.427,2809.462,1957.448,1956.382,1892.768,2083.065,1819.021,2138.638,1829.041,2200.279,1724.774,1834.677,1852.443,2153.047,1355.246,1632.306,1932.503,2213.468,2224.596,1920.6,1959.056,1748.55,1640.414,1841.877,1868.421,1490.434,1336.475,1681.177,1646.297,1445.374
Limeh,2095.9,2121.555,1997.034,1796.728,1889.357,1729.927,2155.996,2485.569,2010.953,2495.882,1136.299,2007.493,2847.943,2130.099,2194.112,5200.467,2043.458,3453.093,2585.208,2546.237,2371.138,2729.599,1425.382,1352.061,2532.44,3355.953,2253.108,2592.054,2958.719,2852.606,3085.25,2953.101,2817.423,2259.949,1500.058,2254.865,2283.223,1709.114,1541.336,1716.889,2130.116,2366.859,2887.193,2215.68,2588.845,2335.905,2749.096,2918.881
LmbA,5338.625,5081.472,5140.578,4955.745,5654.322,5676.661,5142.896,6574.847,6225.576,5779.554,5071.84,5174.435,4872.935,5618.906,5642.156,5906.468,5706.467,5431.843,5818.087,5791.843,5404.14,5914.142,5242.098,6155.474,6029.647,5475.983,5730.636,5254.517,5857.587,5918.982,5986.336,6199.918,7006.735,6277.959,6142.195,5448.684,5965.387,6081.718,6384.019,5623.012,5742.942,5548.925,6065.917,5125.896,6000.555,5830.994,5956.272,6164.74
Lmo,1958.488,1798.133,1962.047,1997.789,2154.298,2414.928,1750.044,2547.994,1902.22,2148.553,1243.165,1438.071,1379.117,1445.647,1373.505,2243.759,1455.757,1934.671,1794.555,2029.388,1731.38,2116.573,801.4958,1648.425,2623.462,2187.247,2122.502,2137.113,2475.424,2067.452,2193.185,2288.483,2368.994,2392.736,2286.497,2006.277,1978.57,2336.196,2052.19,1759.764,2026.774,2333.869,2052.289,2078.242,2035.741,2028.276,1916.525,2241.107
LPOR,5284.135,5029.405,4586.201,5574.656,4019.504,4740.151,5093.186,3642.271,1848.431,3888.203,4338.251,6501.655,2877.429,4255.809,4932.367,2473.332,2706.629,2826.072,2295.793,4191.706,2826.64,1838.175,3444.098,2317.55,2374.627,2062.394,2478.526,2190.599,2429.811,2065.785,1920.316,1894.902,1874.384,6093.835,4355.702,4218.408,2416.756,4836.756,5157.482,3408.234,2778.319,2355.187,2276.044,2269.595,1327.324,2774.676,2018.596,1859.236
Lrp,5165.4398,4872.5418,5103.7088,5445.327,5435.8112,4798.9096,5066.0621,3777.2377,3616.452,4743.807,4151.706,4736.8199,5015.584,4580.8646,4755.4563,5098.1736,5570.904,4919.533,4780.0702,4638.065,5007.028,4669.716,5387.763,4483.177,5024.049,5443.753,5040.46,6120.558,5949.698,4777.064,5501.223,4769.736,4455.948,4185.9979,4587.0894,4508.6601,4955.523,4477.1124,4159.436,4323.9619,4494.091,4732.926,5141.947,4225.2376,5113.52,5013.008,4783.5435,4905.8677
Lycopene_beta_cyclase,3423.1014,3552.3948,3242.6672,3324.1179,4011.55,3582.1145,3976.597,3424.9076,3098.916,3845.7363,3379.3126,2743.9877,4090.5204,3810.5258,3766.9253,3837.3442,3149.101,4059.1572,4211.4895,4513.7254,4691.8536,4080.4111,3959.3064,3587.084,3699.0393,3372.801,3612.8919,3996.4977,4064.0574,3319.563,3881.9843,4038.6825,4052.358,4065.4836,3541.046,3054.528,3945.5999,3611.0177,3507.3773,3427.868,4121.2015,3328.709,4126.7409,4090.3215,3467.033,3865.6879,3540.402,3668.036
M2ap,965.555,1420.61,1219.198,1197.036,952.607,1103.742,969.9806,1017.735,0,1075.596,780.7733,808.4877,702.9805,949.2228,1038.337,1300.24,0,829.5937,771.7423,1006.799,710.5584,919.8567,637.3975,0,822.7493,791.7064,938.8834,794.4131,615.6588,798.3845,888.906,746.1059,820.1838,1014.439,1109.663,1000.489,695.7972,1186.095,976.2528,804.4197,817.7592,725.8539,804.9386,1108.241,0,926.7632,930.9113,910.4716
Mannanase,8820.725,7910.579,6350.658,7772.647,9513.942,7903.963,7256.3258,8467.093,8844.867,8096.8162,8765.059,7303.9369,9050.829,7653.5433,7519.0435,8936.54,8372.1724,9710.638,8679.525,8918.732,9105.799,9080.223,7880.7164,9301.544,8328.488,10143.629,8212.464,9464.143,10627.15,9121.886,8808.932,9440.573,8611.063,8064.118,7572.666,7276.1523,9508.348,7329.8798,7642.165,9375.533,8610.772,9899.732,9648.142,9133.403,9205.7298,8144.965,7999.917,9214.223
MATE_antibiotic,37173.49653,37487.73482,37153.58675,37790.7,34041.42306,38443.40331,38730.78671,31279.14579,28397.55123,34874.37005,33647.04318,41112.30167,34180.31369,33664.47463,37312.33269,31008.86623,33345.56124,34447.66204,34441.83951,37189.38035,34854.60866,32955.62289,29727.8871,33009.24271,32602.39886,30772.18492,35497.34192,35005.03595,31716.98391,31367.89165,32185.73827,33730.31595,30837.17564,35629.77793,36227.37577,33571.15858,32398.17481,34560.86239,34806.28723,36853.02886,35332.0839,34045.24505,32763.89426,32328.03818,31775.18192,32381.68882,32401.18703,30809.14826
Mauab,17246.966,18960.738,18351.097,17559.254,17236.128,17959.192,18029.368,16347.485,17517.529,16006.947,16945.794,15133.993,17244.741,17769.378,15049.474,14592.701,16389.684,17816.356,17766.401,17857.976,17750.457,17598.842,17729.732,15516.201,16111.182,17798.828,17495.069,15633.344,17467.32,17152.582,16638.707,17466.434,17671.49,17743.49,18436.114,17377.454,17187.495,17714.548,18284.511,17546.452,18044.567,17951.819,17911.716,16134.274,18571.4,17113.99,16083.04,17266.202
Mce3,2055.538,2071.193,1808.268,2058.706,2029.237,2032.429,2096.129,2138.524,2541.929,2041.355,2228.885,2171.249,2531.594,1863.346,2226.022,2100.021,1851.525,1788.356,2056.989,1970.218,1982.531,2074.052,1662.571,1971.455,2888.065,2723.582,2224.206,2417.586,2701.165,2761.827,2310.915,2661.652,2816.843,2221.534,2210.463,1809.805,2632.155,2023.134,1864.816,2008.53,3631.379,2779.227,2746.84,2150.766,2325.99,2371.913,2223.538,2645.339
Mch_methane,3972.655,3676.662,3722.808,4080.956,4006.816,3853.537,3761.812,3153.227,3408.548,3618.992,4141.114,3656.434,3670.028,3827.936,3870.255,2556.906,3711.699,3306.96,3633.86,3395.28,3537.237,3186.057,3213.079,3645.226,3371.062,3551.853,3146.202,4179.14,3699.409,3512.596,3909.916,2832.066,3187.223,3050.759,3719.613,3414.192,3313.993,3776.3,3906.359,3525.744,3409.929,3204.432,3586.921,3387.492,3322.593,3621.551,3014.539,3211.824
Mcra,12502.036,13223.614,13089.855,12190.309,10940.347,11998.377,13339.31,10295.458,9654.657,12218.596,13075.457,12062.007,12658.076,12248.93,12930.858,8854.546,10576.56,11115.232,11617.381,11633.368,10897.44,11233.1,11903.885,10877.839,10754.196,9880.497,10956.289,11382.36,10009.815,9845.498,10978.573,11100.686,8717.285,12636.712,11874.794,11731.79,11602.658,11647.614,12146.214,11535.447,10211.115,10308.526,10807.129,10879.193,10231.69,11064.952,11795.945,10357.443
Mdla,19255.287,19308.7827,19370.0309,18187.035,18943.2777,18769.122,19824.3481,17123.3055,18705.247,19998.9093,19718.1511,20321.6755,19196.1103,19543.5551,20065.3141,16872.095,19815.982,17928.8,19513.703,20775.7793,18797.7917,18555.663,19711.0883,18729.43,18289.5271,18128.9967,19190.4504,18548.7145,18809.1986,16780.803,17414.948,17086.5262,19120.2186,19898.334,21517.9709,19100.2766,20893.4362,19014.193,19282.702,20019.5575,19829.3612,20300.5915,19221.689,20869.7765,22756.626,19056.7586,23417.8682,18331.5429
Mer,55005.5535,54691.6584,53202.051,54044.4603,53762.9784,51472.7602,52734.1677,51326.6625,49033.504,53610.9179,49574.8777,51968.3374,53676.1833,53325.1499,55074.4358,46167.7791,51538.3099,55440.7682,43730.4834,57088.9846,51372.4131,52949.7667,50965.5639,43303.7764,55470.4551,51427.4016,51914.2557,47584.023,48063.826,52139.2184,48292.1406,49961.4944,54893.3878,54592.1447,53881.3616,54765.7747,57149.1001,53900.7345,52445.9077,54448.912,55629.2216,54045.969,52661.3635,51220.5539,50042.8809,52758.9443,50202.7053,49913.8183
Mer_methane,2078.446,2458.136,2052.704,2337.529,2741.259,2055.179,2371.881,2927.275,2203.681,2692.36,1967.012,2568.295,3304.704,2607.544,2888.076,3646.331,2475.044,2940.187,3147.074,2990.281,2949.087,3135.745,2422.26,2355.039,2959.734,3469.644,2504.547,2960.684,3326.693,2915.904,2736.457,3083.533,3968.489,2801.812,2086.983,2270.121,2862.505,2119.469,2134.646,2777.368,3305.176,2903.307,3365.215,2907.784,3330.911,2871.577,2877.022,3060.972
MerB,8474.14,8802.763,7701.639,8309.792,8224.321,7507.342,8210.744,9098.089,9014.977,8907.953,8659.708,8616.655,8883.012,8023.128,7801.584,8400.268,8000.851,8499.293,9152.614,9304.247,8995.599,9205.295,8728.948,10183.847,9448.679,10039.583,8864.699,9300.513,10646.184,8857.9,8832.657,9884.252,8933.429,7862.687,8782.216,8840.526,9485.745,8192.862,7508.975,8504.895,8756.089,10032.309,9664.877,9184.674,9571.145,8605.077,8556.488,9127.86
MerE,9819.189,10665.43,11179.63,10740.16,10819.83,10901.05,10991.28,9323.644,9475.43,9388.557,9329.402,9883.847,8756.623,10543.23,9147.219,8859.679,8418.787,9159.716,8744.34,9162.947,8330.262,9215.086,9396.818,9041.924,9126.366,8523.418,9236.617,8973.039,8937.423,8750.632,8993.363,8114.866,7794.12,10280.6,10819.15,9540.823,8948.163,11467.32,10299.19,9489.057,9419.641,8660.03,7902.984,8888.946,8717.723,8678.053,8526.776,8865.903
MerF,2180.433,1982.442,2115.5,2370.414,2184.077,2041.946,1455.827,2371.298,1916.667,2057.637,1631.711,0,2025.763,1658.922,1961.386,3643.41,1671.801,1774.536,1912.168,1984.568,2487.201,1873.963,1629.969,2026.256,2471.249,2296.657,2242.465,2268.416,2335.41,1974.019,2017.213,2450.618,1698.832,1978.309,2066.959,2134.73,2457.944,2091.159,2089.368,2122.183,1805.924,2131.898,2013.328,2221.154,2327.448,2157.333,2208.594,2483.977
MerP,3605.049,3847.416,3517.075,3432.405,3849.608,3615.052,3827.18,3162.412,4276.231,4605.226,3281.355,4542.772,4090.375,3160.673,4047.936,4149.985,4006.81,3919.864,3782.538,3642.086,4902.635,3562.511,3826.464,4338.084,3646.82,4122.162,3929.443,4526.324,4642.736,4209.463,4095.468,3947.449,4107.611,3250.224,3306.624,3237.111,4379.602,3171.286,3543.615,3977.843,4514.374,3944.698,4648.215,4132.157,4822.776,3667.852,3465.887,3793.9
MerT,3014.386,4276.4484,4590.303,4435.1634,4001.264,4295.931,4017.2231,3885.039,1772.321,3452.7877,4308.0061,3316.138,3180.5154,3395.9338,3638.6679,2984.6457,1900.104,3438.563,3171.5272,3685.837,2917.1082,2667.86,2539.7781,1916.88,3180.256,2746.5227,3436.082,3024.717,2586.7511,2660.4583,3015.0043,2924.013,2899.633,4517.948,4470.239,4029.512,2489.604,4382.234,4191.476,3223.1891,2753.999,2945.8451,2549.6958,3226.007,1328.407,3029.425,2673.1553,2661.1599
Mex,577624.4599,588851.7016,593846.7486,580206.9837,570130.1403,589343.6061,588132.4502,526304.8249,540293.6195,569676.981,589251.0677,572497.7419,558023.2003,564440.006,567769.4077,514944.0088,529784.0989,552156.2047,566828.0103,565923.696,553620.6078,561503.9896,550881.1146,538526.882,540810.2676,528420.2574,556273.3804,551645.3887,532230.0524,540537.3004,550476.5895,539585.1483,502053.2095,578960.0262,591593.9208,573465.9692,547759.656,587064.1756,586426.3399,585427.6834,555471.6105,548164.9635,550130.0199,554179.0865,518491.6311,551310.567,543392.4271,534926.4828
MFS_antibiotic,1808466.985,1884637.239,1829744.287,1853524.128,1790204.833,1820902.341,1886337.296,1669855.907,1612496.736,1765027.69,1783872.016,1775496.004,1811256.43,1774708.258,1817646.616,1509550.026,1699288.767,1767151.982,1792341.842,1823348.214,1742770.439,1762516.537,1757065.963,1715734.441,1664545.164,1667420.614,1737459.83,1678224.233,1624555.594,1661008.372,1724113.014,1707752.908,1655450.837,1900721.144,1841597.04,1832098.633,1706793.454,1898159.784,1899766.201,1844870.807,1774845.924,1720757.069,1718123.763,1684257.772,1654016.923,1748908.904,1711250.922,1692248.601
MgtA,154881.2411,161107.5953,157640.6608,160512.1317,157202.41,156992.1745,160170.3306,167921.9755,139548.14,161306.2539,151191.4423,160612.4839,159188.8056,156729.6997,163591.2237,158179.5611,150194.3065,156642.4549,171046.9031,173211.8961,160206.8878,166053.5992,158276.8426,161802.9244,168690.9623,159519.1172,168218.0869,164921.1607,160375.5845,164245.9715,170274.8913,172130.5125,165896.5397,166635.3486,166430.1791,157327.114,164235.5691,167401.7622,157768.5674,165464.1418,162835.3304,162661.9572,178028.4286,163975.9454,164571.4579,171861.3677,167590.0262,172720.9745
MgtB,3737.518,3111.024,3458.188,3423.349,3342.64,3614.346,3621.352,2045.927,2313.914,3721.298,3681.256,3335.789,3298.866,3135.722,3133.84,2562.426,2924.352,2644.855,2745.513,2336.228,2416.721,2354.261,3122.254,2454.472,2605.565,1718.33,2611.167,2352.167,1406.76,1684.289,2223.354,1876.324,2099.466,3487.183,3738.149,2760.461,2493.677,3527.603,3668.718,3036.172,2855.542,2544.14,1991.503,2571.495,2420.423,2670.727,2675.512,2537.549
MgtE,38690.8883,41365.6593,40119.2879,40947.9612,40835.0169,42419.9582,38799.4353,43538.0377,31286.042,41820.8224,35551.3515,39336.0632,43515.6324,41907.0256,44401.3032,45682.1953,39736.7555,42267.3162,43241.0288,46235.9809,43995.1879,43896.9086,37483.9357,37698.5433,41625.6202,44138.1097,40527.3161,39972.174,39616.8637,42423.877,41266.7799,44152.5508,45496.5857,40898.0804,42615.9365,39512.1629,42449.7961,42749.5232,38741.261,45581.6461,43369.3661,44586.402,45197.6923,45538.6133,42278.9417,47905.7133,43630.4839,46098.7497
MirB,1792.137,1627.038,1832.068,1578.652,1510.92,1713.709,1849.625,1482.592,1059.078,1357.087,1707.936,1576.417,1232.74,1621.309,1406.983,1843.124,968.8631,779.0889,1059.537,1013.791,972.1825,1200.662,1131.971,922.7085,1161.378,889.0824,1924.47,1172.25,853.8637,923.0457,1212.508,1218.829,1130.794,1828.431,2064.424,1738.988,1032.314,1490.86,1662.747,1231.018,1478.361,1250.285,1009.042,1163.359,1272.931,1334.879,1165.532,1501.249
Mnp,8551.389,9254.665,8423.836,9433.422,8538.55,8731.021,7738.728,9573.188,8509.197,9030.391,8615,8739.204,9100.437,10021.452,9566.895,10543.169,8509.628,8851.819,8685.145,9201.398,8631.443,8583.73,8927.76,8964.169,4643.8886,8328.335,8956.615,9259.645,9244.04,8156.537,9090.219,9000.105,8994.607,9732.937,8956.567,9553.728,8493.941,9969.917,10068.031,8587.271,8936.236,8588.133,8823.897,8161.905,9439.608,8548.975,9380.857,8916.384
MntH_Nramp,74660.3308,73644.362,75615.226,75857.8865,68673.1673,76460.439,76061.3958,68386.009,63535.704,75597.827,80665.2099,76686.6939,73446.4525,77075.031,78849.247,65761.7859,66529.7815,71854.3569,75732.4093,74576.4706,73521.792,74550.868,72959.7962,71935.4825,68390.4855,64667.8535,72527.989,64369.4579,61074.9122,69333.658,70658.7856,70613.2879,72298.7048,82208.4093,87422.0322,75682.9682,73495.3096,84466.9061,82190.3398,81674.6475,77790.171,70863.9304,67030.337,70412.2052,69354.4658,72320.0327,70558.405,72986.1002
Movement_Furovirus,8328.415,9173.413,9007.367,8921.872,8612.22,8733.199,9208.922,7824.938,8925.776,8980.886,9384.577,10312.57,9985.821,8428.263,8948.554,7955.47,8468.609,8471.034,9724.838,8285.493,8726.132,10044.77,8395.689,8998.485,8730.942,8808.287,10201.6,9847.051,8461.95,9061.043,10180.92,8126.09,7715.687,7527.861,8525.214,8456.857,8904.449,8180.371,8714.826,8684.88,8938.554,7275.684,9618.8,9827.693,9563.335,8299.428,7911.039,8032.639
MrpA,25878.5701,26618.9089,25729.35,24515.0152,24138.786,23952.415,25259.2507,21651.5722,19051.066,21392.42,22009.0087,22802.39,22874.6913,22184.1378,28969.1917,23064.9813,20404.8745,22597.899,22486.8029,23586.7918,22110.4317,23531.8211,24855.0615,22070.1146,21669.1313,23055.1735,25608.5643,21882.3033,21104.1688,21036.4897,25502.7141,23146.9511,21156.831,25424.8696,28484.5469,24252.2409,23940.5062,25404.5656,25936.1922,26252.5202,24432.6133,25029.6824,23392.1508,19680.875,20861.1662,26468.8302,26119.3798,23569.5207
Msc2,7882.904,7223.298,6394.503,7335.298,7959.27,6232.786,6427.96,5770.698,6282.788,7136.263,5946.288,6616.324,7494.403,6100.911,6265.393,7901.774,6753.046,6714.942,6363.23,7377.274,7084.056,6032.538,6812.883,7145.783,6243.395,6810.819,6169.17,6752.523,6570.469,4535.79,5671.389,5506.834,4807.103,6420.186,5663.477,6343.241,8983.752,5248.026,5759.168,6692.825,5579.882,6649.318,5552.864,6863.651,5706.114,6360.626,5759.363,6077.383
Mst101,1125.13,1268.209,1042.947,1075.44,1086.02,988.2219,1206.746,1091.556,947.3924,948.6185,946.5888,649.8682,1726.33,1023.022,1032.01,745.8215,1128.319,1179.614,1041.323,933.7487,911.9065,825.1138,865.4504,932.5716,878.8933,1260.326,612.5632,1631.593,2044.759,1082.215,1486.13,1228.676,547.1444,986.2581,0,895.199,838.2768,786.3718,857.8836,999.6783,882.5542,1125.485,710.4517,1161.349,861.0799,663.9079,680.2576,1482.633
MtrB,11681.253,11141.808,11120.367,11529.4,11295.205,11283.262,13302.609,9985.543,9030.306,11822.569,11074.126,22734.142,11203.34,10568.2426,13806.175,8643.3842,9973.642,9811.96,11152.472,11677.809,10212.07,10534.511,12065.883,9389.048,11553.234,8557.3709,10637.231,10779.4106,8311.558,8507.5764,9903.896,8951.716,10118.7673,12556.353,11283.986,11623.725,10399.23,11807.487,11865.778,10872.335,10425.513,10802.9677,8795.6969,9730.733,10374.555,10511.824,20535.6749,8710.563
Mult_ring_12DiOx,8028.015,8218.774,8569.628,8644.445,8210.048,8318.297,8371.834,7368.428,5965.117,6787.775,8436.634,7582.447,6513.566,7712.684,6466.212,7517.933,6382.98,6767.854,6544.469,6130.919,6410.165,5812.382,7058.625,6444.94,6268.487,6465.413,7217.901,7811.448,6956.722,5555.771,6649.599,6608.43,6283.226,7416.045,7634.782,8470.112,5431.83,7408.509,9281.143,6566.934,6310.53,6697.412,6138.344,5348.658,6029.514,6274.965,5710.989,7077.852
Nagg,50251.5517,53706.1102,49679.6228,51258.1661,52990.7117,50509.0335,47725.3965,53435.2186,50473.477,50683.8829,46536.662,52316.946,50875.8142,46931.8487,52694.764,53359.7078,50513.296,54011.4869,54970.336,55926.3926,53076.7843,58044.6829,48221.6848,53595.8906,54320.2132,55355.9659,53156.016,56579.437,56159.3287,54812.474,56860.117,56265.6466,55036.7788,53054.1962,54927.2203,51971.933,54188.1025,54260.4256,54678.769,54560.0478,53179.5462,54567.5866,55692.065,54122.436,56974.684,56090.1087,53187.8739,55606.2629
Napa,853.001,832.425,849.7622,669.7918,675.6874,1107.586,961.9222,770.314,0,863.3498,928.597,869.8149,643.0497,1110.328,935.7053,774.8137,0,736.8523,827.5368,793.6052,787.9564,650.5222,813.94,0,0,723.2385,798.1906,667.5427,991.3862,1043.253,815.9358,792.7286,702.8308,850.0826,734.2205,712.3103,835.0632,738.5338,831.6824,1049.602,688.7816,876.2348,823.6499,935.3086,904.4544,966.7172,748.3779,771.8936
Narb,14835.208,15352.42,14334.743,15082.535,15163.447,14740.549,15472.96,14357.571,15410.877,16229.773,16022.319,15939.458,15790.741,13804.576,17575.375,14119.781,15323.136,15140.562,15276.06,16212.393,15782.704,15948.421,15573.679,16875.099,15038.48,14121.508,14175.264,15579.697,15540.378,14969.956,15346.523,15274.384,13510.78,12864.171,12928.508,13951.78,15674.419,14509.252,14971.829,15196.225,13412.929,13538.727,13613.227,14017.993,13974.568,14467.564,16143.892,17495.194
Narg,125698.6071,129012.8404,128284.7241,126749.7628,128771.5607,135608.0626,129716.394,125056.4331,128472.203,133481.3453,128658.068,139208.5993,129787.3421,124063.1871,127650.0289,130889.5656,125156.982,131784.1864,128925.4986,127832.5698,135732.1509,134975.1,124984.0913,135176.2656,125477.1262,128029.2755,122416.1968,134511.3446,133953.1415,126188.373,127148.144,127280.5487,123440.8476,129521.2022,121637.7731,123230.5205,131728.2583,124624.0454,121838.476,136303.0779,131407.6438,130926.3245,124889.3065,128786.5523,124934.7644,124738.3701,124508.4974,128967.5641
NarH,50656.2112,50967.2011,53212.0858,46925.897,47246.0341,49461.5755,56101.9064,41060.876,48698.002,52548.754,54243.197,54756.576,50718.301,47966.2578,53252.674,35272.797,52494.915,46069.119,48271.98,52442.729,51497.674,47143.09,56736.679,47537.945,42533.991,43038.2011,49845.9934,48975.395,41513.664,44613.923,43141.679,41870.0758,39671.042,47063.2771,48695.8059,46454.7813,45272.964,46201.9635,49463.335,49371.901,47260.482,44986.487,46061.8917,47204.422,46277.3447,44901.738,44779.812,42281.23
NarI,24732.921,24729.505,23302.998,24934.813,24100.847,24240.226,24445.815,30360.484,21561.175,25351.9631,23927.692,23994.759,25180.2805,24830.404,27500.199,26004.534,25810.344,24462.5747,26394.8647,26368.116,26533.673,27714.717,25634.44,25799.9249,28090.261,26586.68,25784.791,27444.322,24720.706,29910.609,27487.089,27858.835,30696.05,26109.915,26341.192,24329.978,25242.7618,26927.494,25736.892,28789.462,27672.945,27493.998,28413.142,28634.123,31480.26,31056.663,25632.8211,28494.867
Nasa,12258.2598,10251.867,11499.9565,11597.2034,10281.0444,12395.11,11459.4961,8527.2646,5593.049,9854.4914,10210.0344,9606.7078,8564.285,10328.3036,9896.5769,6499.3794,9375.5923,7265.5893,7841.4227,8106.6623,7188.1876,7372.4706,10039.2513,7590.405,8516.8509,5721.0121,8954.3963,6183.9159,5030.749,5398.3575,5746.4216,4918.877,7399.8137,12034.5474,11957.1255,11304.5883,6757.3776,12262.9038,12608.0164,8678.1936,8912.7973,8713.7864,6339.3762,6398.1942,9106.8638,7911.6717,7949.0573,6956.6153
NatB,9390.233,8777.536,9260.013,10528.4,9290.554,9496.004,9663.8937,9195.6,7398.522,9766.844,8773.778,9142.3177,9253.7283,7828.699,8572.688,9808.097,8904.066,8680.135,9061.507,9317.62,8818.157,7869.967,8288.6757,6487.694,8451.947,7911.049,8131.07,8263.8148,7453.534,7252.0956,8229.773,8147.645,7769.771,9212.5,9429.347,8537.9362,8508.002,9218.696,8640.246,8249.405,7683.6347,7997.5098,6759.4653,7206.29,7858.9448,8242.478,6833.282,7423.2876
Nbac,0,626.753,779.0823,674.0399,0,0,0,1076.311,1078.854,699.6175,0,648.8543,672.3705,0,0,2273.001,0,786.8732,946.8624,943.6577,956.4834,980.1205,0,843.3133,1183.982,1301.928,705.5742,719.4427,1029.059,0,757.0701,1132.349,968.997,645.7163,0,764.9567,759.3532,552.0236,0,0,535.3504,951.3769,918.0503,0,0,615.0556,677.2965,803.2154
NCLDV_dna_polymerase,1346.768,1232.478,1368.214,1364.184,1036.896,1153.816,1240.071,1806.378,0,1074.162,963.1077,1052.873,911.086,1083.621,1042.938,1133.363,841.1873,1259.26,1162,1277.423,1058.369,1030.385,1141.913,780.0373,0,1284.595,1488.204,1129.812,1096.634,1088.471,1161.518,1068.476,1061.35,1315.348,1522.278,1306.46,842.2563,1641.944,1912.115,1004.725,1037.148,1086.758,987.173,1131.702,1238.045,1165.898,1175.683,1336.494
